aggregate_type,tablas_legacy,oracle_table,oracle_col,sugerencia_legacy_col,mapeo_final
naturalInformacionAdicionalType,"fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_banco,sfct_beneficiario,sfct_ciudad,sfct_institucion",NATURALINFORMACIONADICIONALTYPE,SEGUNDANACIONALIDAD,,
naturalInformacionAdicionalType,"fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_banco,sfct_beneficiario,sfct_ciudad,sfct_institucion",NATURALINFORMACIONADICIONALTYPE,CODIGOIMAGENFOTO,,
naturalInformacionBasicaType,"fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_beneficiario,sfct_ciudad",NATURALINFORMACIONBASICATYPE,CODIGOTIPOIDENTIFICACION,,
naturalInformacionBasicaType,"fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_beneficiario,sfct_ciudad",NATURALINFORMACIONBASICATYPE,IDENTIFICACION,,
naturalInformacionBasicaType,"fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_beneficiario,sfct_ciudad",NATURALINFORMACIONBASICATYPE,GENERO,,
naturalInformacionBasicaType,"fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_beneficiario,sfct_ciudad",NATURALINFORMACIONBASICATYPE,CODIGOESTADOCIVIL,,
naturalInformacionBasicaType,"fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_beneficiario,sfct_ciudad",NATURALINFORMACIONBASICATYPE,APELLIDOCASADA,,
naturalInformacionBasicaType,"fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_beneficiario,sfct_ciudad",NATURALINFORMACIONBASICATYPE,FECHANACIMIENTO,,
naturalInformacionBasicaType,"fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_beneficiario,sfct_ciudad",NATURALINFORMACIONBASICATYPE,TIPODOMICILIO,,
naturalInformacionBasicaType,"fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_beneficiario,sfct_ciudad",NATURALINFORMACIONBASICATYPE,EMANCIPADO,,
naturalInformacionBasicaType,"fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_beneficiario,sfct_ciudad",NATURALINFORMACIONBASICATYPE,HOMONIMIA,,
naturalInformacionBasicaType,"fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_beneficiario,sfct_ciudad",NATURALINFORMACIONBASICATYPE,FECHARESIDENCIA,,
naturalInformacionBasicaType,"fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_beneficiario,sfct_ciudad",NATURALINFORMACIONBASICATYPE,DEPENDENCIA,,
naturalInformacionBasicaType,"fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_beneficiario,sfct_ciudad",NATURALINFORMACIONBASICATYPE,CODIGOTIPOVIVIENDA,,
naturalInformacionBasicaType,"fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_beneficiario,sfct_ciudad",NATURALINFORMACIONBASICATYPE,CODIGOETNIA,,
naturalIngresosEgresosType,"sfct_afiliado_otros,sfct_afiliado_rubro",NATURALINGRESOSEGRESOSTYPE,CODIGOTIPOIDENTIFICACION,,
naturalIngresosEgresosType,"sfct_afiliado_otros,sfct_afiliado_rubro",NATURALINGRESOSEGRESOSTYPE,IDENTIFICACION,,
naturalIngresosEgresosType,"sfct_afiliado_otros,sfct_afiliado_rubro",NATURALINGRESOSEGRESOSTYPE,INGRESOEGRESO,,
naturalIngresosEgresosType,"sfct_afiliado_otros,sfct_afiliado_rubro",NATURALINGRESOSEGRESOSTYPE,CODIGOTIPOINGRESOEGRESO,,
naturalIngresosEgresosType,"sfct_afiliado_otros,sfct_afiliado_rubro",NATURALINGRESOSEGRESOSTYPE,SECUENCIAINGRESOEGRESO,,
naturalIngresosEgresosType,"sfct_afiliado_otros,sfct_afiliado_rubro",NATURALINGRESOSEGRESOSTYPE,MONTOMENSUAL,,
naturalIngresosEgresosType,"sfct_afiliado_otros,sfct_afiliado_rubro",NATURALINGRESOSEGRESOSTYPE,FIJO,,
naturalTrabajoType,"fctbafil_actu,sfct_afiliado",NATURALTRABAJOTYPE,CODIGOTIPOIDENTIFICACION,,
naturalTrabajoType,"fctbafil_actu,sfct_afiliado",NATURALTRABAJOTYPE,IDENTIFICACION,,
naturalTrabajoType,"fctbafil_actu,sfct_afiliado",NATURALTRABAJOTYPE,SECUENCIATRABAJO,,
naturalTrabajoType,"fctbafil_actu,sfct_afiliado",NATURALTRABAJOTYPE,CODIGOCARGOPERSONA,,
naturalTrabajoType,"fctbafil_actu,sfct_afiliado",NATURALTRABAJOTYPE,CODIGOCODIGOCARGO,,
naturalTrabajoType,"fctbafil_actu,sfct_afiliado",NATURALTRABAJOTYPE,FECHAINGRESOTRABAJO,,
naturalTrabajoType,"fctbafil_actu,sfct_afiliado",NATURALTRABAJOTYPE,FECHASALIDA,,
naturalTrabajoType,"fctbafil_actu,sfct_afiliado",NATURALTRABAJOTYPE,NOMBREEMPLEADOR,,
naturalTrabajoType,"fctbafil_actu,sfct_afiliado",NATURALTRABAJOTYPE,PROPIETARIO,,
naturalTrabajoType,"fctbafil_actu,sfct_afiliado",NATURALTRABAJOTYPE,TIPOCONTRATO,,
naturalTrabajoType,"fctbafil_actu,sfct_afiliado",NATURALTRABAJOTYPE,CARGOPUBLICO,,
naturalTrabajoType,"fctbafil_actu,sfct_afiliado",NATURALTRABAJOTYPE,SUELDO,va_sueldo,
naturalTrabajoType,"fctbafil_actu,sfct_afiliado",NATURALTRABAJOTYPE,CANTIDADEMPLEADOS,,
naturalTrabajoType,"fctbafil_actu,sfct_afiliado",NATURALTRABAJOTYPE,CODIGOCOCUPACION,,
naturalTrabajoType,"fctbafil_actu,sfct_afiliado",NATURALTRABAJOTYPE,TIEMPOPARCIAL,,
otrosIngresosAfiliadoType,"fctbotro_ingr_afil,fctbotro_ingr_cony",OTROSINGRESOSAFILIADO_TYPE,CODIGOROL,,
otrosIngresosAfiliadoType,"fctbotro_ingr_afil,fctbotro_ingr_cony",OTROSINGRESOSAFILIADO_TYPE,CODIGOCEDU,,
otrosIngresosAfiliadoType,"fctbotro_ingr_afil,fctbotro_ingr_cony",OTROSINGRESOSAFILIADO_TYPE,CODIGOOTROINGRRUBR,,
otrosIngresosAfiliadoType,"fctbotro_ingr_afil,fctbotro_ingr_cony",OTROSINGRESOSAFILIADO_TYPE,MONTORUBR,,
otrosIngresosAfiliadoType,"fctbotro_ingr_afil,fctbotro_ingr_cony",OTROSINGRESOSAFILIADO_TYPE,FECHAINGRESO,,
otrosIngresosAfiliadoType,"fctbotro_ingr_afil,fctbotro_ingr_cony",OTROSINGRESOSAFILIADO_TYPE,USUARIOINGRESA,,
otrosIngresosAfiliadoType,"fctbotro_ingr_afil,fctbotro_ingr_cony",OTROSINGRESOSAFILIADO_TYPE,FECHAMODIFICACION,,
otrosIngresosAfiliadoType,"fctbotro_ingr_afil,fctbotro_ingr_cony",OTROSINGRESOSAFILIADO_TYPE,USUARIOMODIFICA,,
otrosIngresosAfiliadoType,"fctbotro_ingr_afil,fctbotro_ingr_cony",OTROSINGRESOSAFILIADO_TYPE,FECHAELIMINACION,,
otrosIngresosAfiliadoType,"fctbotro_ingr_afil,fctbotro_ingr_cony",OTROSINGRESOSAFILIADO_TYPE,USUARIOELIMINA,,
otrosIngresosAfiliadoType,"fctbotro_ingr_afil,fctbotro_ingr_cony",OTROSINGRESOSAFILIADO_TYPE,DESCRIPCIONADIC,,
otrosIngresosAfiliadoType,"fctbotro_ingr_afil,fctbotro_ingr_cony",OTROSINGRESOSAFILIADO_TYPE,ESTADOREGISTRO,,
otrosIngresosAfiliadoType,"fctbotro_ingr_afil,fctbotro_ingr_cony",OTROSINGRESOSAFILIADO_TYPE,CODIGOROLOTROINGR,,
otrosIngresosAfiliadoType,"fctbotro_ingr_afil,fctbotro_ingr_cony",OTROSINGRESOSAFILIADO_TYPE,CODIGOCEDUOTROINGR,,
otrosIngresosAfiliadoType,"fctbotro_ingr_afil,fctbotro_ingr_cony",OTROSINGRESOSAFILIADO_TYPE,CODIGOCEDUCONY,,
otrosIngresosAfiliadoType,"fctbotro_ingr_afil,fctbotro_ingr_cony",OTROSINGRESOSAFILIADO_TYPE,CODIGOOTROINGRRUBROTROINGR,,
otrosIngresosAfiliadoType,"fctbotro_ingr_afil,fctbotro_ingr_cony",OTROSINGRESOSAFILIADO_TYPE,MONTORUBROTROINGR,,
otrosIngresosAfiliadoType,"fctbotro_ingr_afil,fctbotro_ingr_cony",OTROSINGRESOSAFILIADO_TYPE,FECHAINGRESOOTROINGR,,
otrosIngresosAfiliadoType,"fctbotro_ingr_afil,fctbotro_ingr_cony",OTROSINGRESOSAFILIADO_TYPE,USUARIOINGRESAOTROINGR,,
otrosIngresosAfiliadoType,"fctbotro_ingr_afil,fctbotro_ingr_cony",OTROSINGRESOSAFILIADO_TYPE,FECHAMODIFICACIONOTROINGR,,
otrosIngresosAfiliadoType,"fctbotro_ingr_afil,fctbotro_ingr_cony",OTROSINGRESOSAFILIADO_TYPE,USUARIOMODIFICAOTROINGR,,
otrosIngresosAfiliadoType,"fctbotro_ingr_afil,fctbotro_ingr_cony",OTROSINGRESOSAFILIADO_TYPE,FECHAELIMINACIONOTROINGR,,
otrosIngresosAfiliadoType,"fctbotro_ingr_afil,fctbotro_ingr_cony",OTROSINGRESOSAFILIADO_TYPE,USUARIOELIMINAOTROINGR,,
otrosIngresosAfiliadoType,"fctbotro_ingr_afil,fctbotro_ingr_cony",OTROSINGRESOSAFILIADO_TYPE,DESCRIPCIONADICOTROINGR,,
otrosIngresosAfiliadoType,"fctbotro_ingr_afil,fctbotro_ingr_cony",OTROSINGRESOSAFILIADO_TYPE,ESTADOREGISTROOTROINGR,,
personaDireccionesType,"cgtbprvd,fctbafil_info_actu_docs,fctbagen_mail,notbempl,sfct_afiliado,sfct_banco,sfct_ciudad,sfct_institucion",PERSONADIRECCIONESTYPE,CODIGOTIPOIDENTIFICACION,,
personaDireccionesType,"cgtbprvd,fctbafil_info_actu_docs,fctbagen_mail,notbempl,sfct_afiliado,sfct_banco,sfct_ciudad,sfct_institucion",PERSONADIRECCIONESTYPE,IDENTIFICACION,,
personaDireccionesType,"cgtbprvd,fctbafil_info_actu_docs,fctbagen_mail,notbempl,sfct_afiliado,sfct_banco,sfct_ciudad,sfct_institucion",PERSONADIRECCIONESTYPE,NUMERODIRECCION,,
personaDireccionesType,"cgtbprvd,fctbafil_info_actu_docs,fctbagen_mail,notbempl,sfct_afiliado,sfct_banco,sfct_ciudad,sfct_institucion",PERSONADIRECCIONESTYPE,CODIGOTIPODIRECCION,,
personaDireccionesType,"cgtbprvd,fctbafil_info_actu_docs,fctbagen_mail,notbempl,sfct_afiliado,sfct_banco,sfct_ciudad,sfct_institucion",PERSONADIRECCIONESTYPE,CODIGOPAIS,,
personaDireccionesType,"cgtbprvd,fctbafil_info_actu_docs,fctbagen_mail,notbempl,sfct_afiliado,sfct_banco,sfct_ciudad,sfct_institucion",PERSONADIRECCIONESTYPE,CODIGOPROVINCIA,,
personaDireccionesType,"cgtbprvd,fctbafil_info_actu_docs,fctbagen_mail,notbempl,sfct_afiliado,sfct_banco,sfct_ciudad,sfct_institucion",PERSONADIRECCIONESTYPE,CODIGOCIUDAD,,
personaDireccionesType,"cgtbprvd,fctbafil_info_actu_docs,fctbagen_mail,notbempl,sfct_afiliado,sfct_banco,sfct_ciudad,sfct_institucion",PERSONADIRECCIONESTYPE,DIRECCIONPRINCIPAL,,
personaDireccionesType,"cgtbprvd,fctbafil_info_actu_docs,fctbagen_mail,notbempl,sfct_afiliado,sfct_banco,sfct_ciudad,sfct_institucion",PERSONADIRECCIONESTYPE,CALLE,,
personaDireccionesType,"cgtbprvd,fctbafil_info_actu_docs,fctbagen_mail,notbempl,sfct_afiliado,sfct_banco,sfct_ciudad,sfct_institucion",PERSONADIRECCIONESTYPE,NUMERO,,
personaDireccionesType,"cgtbprvd,fctbafil_info_actu_docs,fctbagen_mail,notbempl,sfct_afiliado,sfct_banco,sfct_ciudad,sfct_institucion",PERSONADIRECCIONESTYPE,INMUEBLE,,
personaDireccionesType,"cgtbprvd,fctbafil_info_actu_docs,fctbagen_mail,notbempl,sfct_afiliado,sfct_banco,sfct_ciudad,sfct_institucion",PERSONADIRECCIONESTYPE,DEPARTAMENTO,,
personaDireccionesType,"cgtbprvd,fctbafil_info_actu_docs,fctbagen_mail,notbempl,sfct_afiliado,sfct_banco,sfct_ciudad,sfct_institucion",PERSONADIRECCIONESTYPE,URBANIZACION,,
personaDireccionesType,"cgtbprvd,fctbafil_info_actu_docs,fctbagen_mail,notbempl,sfct_afiliado,sfct_banco,sfct_ciudad,sfct_institucion",PERSONADIRECCIONESTYPE,DIRECCION,no_direccion,
personaDireccionesType,"cgtbprvd,fctbafil_info_actu_docs,fctbagen_mail,notbempl,sfct_afiliado,sfct_banco,sfct_ciudad,sfct_institucion",PERSONADIRECCIONESTYPE,FECHAINGRESO,,
personaDireccionesType,"cgtbprvd,fctbafil_info_actu_docs,fctbagen_mail,notbempl,sfct_afiliado,sfct_banco,sfct_ciudad,sfct_institucion",PERSONADIRECCIONESTYPE,FECHAINGRESORESIDENCIA,,
personaDireccionesType,"cgtbprvd,fctbafil_info_actu_docs,fctbagen_mail,notbempl,sfct_afiliado,sfct_banco,sfct_ciudad,sfct_institucion",PERSONADIRECCIONESTYPE,OBSERVACIONES,ds_observaciones,
personaDireccionesType,"cgtbprvd,fctbafil_info_actu_docs,fctbagen_mail,notbempl,sfct_afiliado,sfct_banco,sfct_ciudad,sfct_institucion",PERSONADIRECCIONESTYPE,CODIGOPARROQUIA,,
personaDireccionesType,"cgtbprvd,fctbafil_info_actu_docs,fctbagen_mail,notbempl,sfct_afiliado,sfct_banco,sfct_ciudad,sfct_institucion",PERSONADIRECCIONESTYPE,CODIGOCANTON,,
personaDireccionesType,"cgtbprvd,fctbafil_info_actu_docs,fctbagen_mail,notbempl,sfct_afiliado,sfct_banco,sfct_ciudad,sfct_institucion",PERSONADIRECCIONESTYPE,CODIGOBARRIO,,
personaDireccionesType,"cgtbprvd,fctbafil_info_actu_docs,fctbagen_mail,notbempl,sfct_afiliado,sfct_banco,sfct_ciudad,sfct_institucion",PERSONADIRECCIONESTYPE,TRANSVERSAL,,
personaDireccionesType,"cgtbprvd,fctbafil_info_actu_docs,fctbagen_mail,notbempl,sfct_afiliado,sfct_banco,sfct_ciudad,sfct_institucion",PERSONADIRECCIONESTYPE,CODIGOTIPOSITIO,,
personaDireccionesType,"cgtbprvd,fctbafil_info_actu_docs,fctbagen_mail,notbempl,sfct_afiliado,sfct_banco,sfct_ciudad,sfct_institucion",PERSONADIRECCIONESTYPE,SECTOR,ti_sector,
personaDireccionesType,"cgtbprvd,fctbafil_info_actu_docs,fctbagen_mail,notbempl,sfct_afiliado,sfct_banco,sfct_ciudad,sfct_institucion",PERSONADIRECCIONESTYPE,CODIGOZIP5,,
personaDireccionesType,"cgtbprvd,fctbafil_info_actu_docs,fctbagen_mail,notbempl,sfct_afiliado,sfct_banco,sfct_ciudad,sfct_institucion",PERSONADIRECCIONESTYPE,NOMBREPROPIETARIO,,
personaReferenciasBancariasType,"cgtbprvd,sfct_afiliado,sfct_afiliado_referencias,sfct_banco",PERSONAREFERENCIASBANCARIASTYPE,CODIGOTIPOIDENTIFICACION,,
personaReferenciasBancariasType,"cgtbprvd,sfct_afiliado,sfct_afiliado_referencias,sfct_banco",PERSONAREFERENCIASBANCARIASTYPE,IDENTIFICACION,,
personaReferenciasBancariasType,"cgtbprvd,sfct_afiliado,sfct_afiliado_referencias,sfct_banco",PERSONAREFERENCIASBANCARIASTYPE,SECUENCIAREFERENCIABANCARIA,,
personaReferenciasBancariasType,"cgtbprvd,sfct_afiliado,sfct_afiliado_referencias,sfct_banco",PERSONAREFERENCIASBANCARIASTYPE,CODIGOTIPOCUENTAREFERENCIA,,
personaReferenciasBancariasType,"cgtbprvd,sfct_afiliado,sfct_afiliado_referencias,sfct_banco",PERSONAREFERENCIASBANCARIASTYPE,TIPOIDENTIFICACIONIFINANCIERA,,
personaReferenciasBancariasType,"cgtbprvd,sfct_afiliado,sfct_afiliado_referencias,sfct_banco",PERSONAREFERENCIASBANCARIASTYPE,IDENTIFICACIONIFINANCIERA,,
personaReferenciasBancariasType,"cgtbprvd,sfct_afiliado,sfct_afiliado_referencias,sfct_banco",PERSONAREFERENCIASBANCARIASTYPE,NUCEMPRESABANCARIA,,
personaReferenciasBancariasType,"cgtbprvd,sfct_afiliado,sfct_afiliado_referencias,sfct_banco",PERSONAREFERENCIASBANCARIASTYPE,CODIGOCUENTA,,
personaReferenciasBancariasType,"cgtbprvd,sfct_afiliado,sfct_afiliado_referencias,sfct_banco",PERSONAREFERENCIASBANCARIASTYPE,NOMBRETITULAR,,
personaReferenciasBancariasType,"cgtbprvd,sfct_afiliado,sfct_afiliado_referencias,sfct_banco",PERSONAREFERENCIASBANCARIASTYPE,NUMEROCIFRAS,,
personaReferenciasBancariasType,"cgtbprvd,sfct_afiliado,sfct_afiliado_referencias,sfct_banco",PERSONAREFERENCIASBANCARIASTYPE,CODIGOCIFRASALDO,,
personaReferenciasBancariasType,"cgtbprvd,sfct_afiliado,sfct_afiliado_referencias,sfct_banco",PERSONAREFERENCIASBANCARIASTYPE,FECHAAPERTURA,,
personaReferenciasBancariasType,"cgtbprvd,sfct_afiliado,sfct_afiliado_referencias,sfct_banco",PERSONAREFERENCIASBANCARIASTYPE,NUMEROPROTESTOS,,
personaReferenciasBancariasType,"cgtbprvd,sfct_afiliado,sfct_afiliado_referencias,sfct_banco",PERSONAREFERENCIASBANCARIASTYPE,CERRADA,,
personaReferenciasBancariasType,"cgtbprvd,sfct_afiliado,sfct_afiliado_referencias,sfct_banco",PERSONAREFERENCIASBANCARIASTYPE,NOMBREINSTITUCIONPARACACEL,,
personaReferenciasBancariasType,"cgtbprvd,sfct_afiliado,sfct_afiliado_referencias,sfct_banco",PERSONAREFERENCIASBANCARIASTYPE,OBSERVACIONESSOLOPARACACEL,,
personaReferenciasPersonalesType,fctbafil_ahor_refe,PERSONAREFERENCIASPERSONALESTYPE,CODIGOTIPOIDENTIFICACION,,
personaReferenciasPersonalesType,fctbafil_ahor_refe,PERSONAREFERENCIASPERSONALESTYPE,IDENTIFICACION,,
personaReferenciasPersonalesType,fctbafil_ahor_refe,PERSONAREFERENCIASPERSONALESTYPE,SECUENCIAREFERENCIAPERSONAL,,
personaReferenciasPersonalesType,fctbafil_ahor_refe,PERSONAREFERENCIASPERSONALESTYPE,NOMBRESPERSONA,,
personaReferenciasPersonalesType,fctbafil_ahor_refe,PERSONAREFERENCIASPERSONALESTYPE,APELLIDOPATERNO,,
personaReferenciasPersonalesType,fctbafil_ahor_refe,PERSONAREFERENCIASPERSONALESTYPE,APELLIDOMATERNO,,
personaReferenciasPersonalesType,fctbafil_ahor_refe,PERSONAREFERENCIASPERSONALESTYPE,DIRECCION,,
personaReferenciasPersonalesType,fctbafil_ahor_refe,PERSONAREFERENCIASPERSONALESTYPE,TELEFONO,,
personaReferenciasPersonalesType,fctbafil_ahor_refe,PERSONAREFERENCIASPERSONALESTYPE,CODIGOTIPOVINCULACION,,
personaReferenciasPersonalesType,fctbafil_ahor_refe,PERSONAREFERENCIASPERSONALESTYPE,IDENTIFICACIONREFERENCIA,,
personaTelefonosType,"fctbafil_actu,fctbagen_telf_part,sfct_afiliado",PERSONATELEFONOSTYPE,CODIGOTIPOIDENTIFICACION,,
personaTelefonosType,"fctbafil_actu,fctbagen_telf_part,sfct_afiliado",PERSONATELEFONOSTYPE,IDENTIFICACION,,
personaTelefonosType,"fctbafil_actu,fctbagen_telf_part,sfct_afiliado",PERSONATELEFONOSTYPE,SECUENCIATELEFONO,,
personaTelefonosType,"fctbafil_actu,fctbagen_telf_part,sfct_afiliado",PERSONATELEFONOSTYPE,CODIGOTIPOTELEFONO,,
personaTelefonosType,"fctbafil_actu,fctbagen_telf_part,sfct_afiliado",PERSONATELEFONOSTYPE,NUMEROTELEFONO,,
personaTelefonosType,"fctbafil_actu,fctbagen_telf_part,sfct_afiliado",PERSONATELEFONOSTYPE,EXTENSION,,
personaTelefonosType,"fctbafil_actu,fctbagen_telf_part,sfct_afiliado",PERSONATELEFONOSTYPE,CODIGOTIPOUBICACION,,
personaTelefonosType,"fctbafil_actu,fctbagen_telf_part,sfct_afiliado",PERSONATELEFONOSTYPE,NUMERODIRECCION,,
personaTelefonosType,"fctbafil_actu,fctbagen_telf_part,sfct_afiliado",PERSONATELEFONOSTYPE,FECHAINGRESO,,
personaTelefonosType,"fctbafil_actu,fctbagen_telf_part,sfct_afiliado",PERSONATELEFONOSTYPE,EMPRESAOPERADORA,,
personaTelefonosType,"fctbafil_actu,fctbagen_telf_part,sfct_afiliado",PERSONATELEFONOSTYPE,CODIGOAREA,,
personaType,"cgtbprvd,fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_banco,sfct_beneficiario,sfct_ciudad,sfct_institucion",PERSONATYPE,CODIGOTIPOIDENTIFICACION,,
personaType,"cgtbprvd,fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_banco,sfct_beneficiario,sfct_ciudad,sfct_institucion",PERSONATYPE,IDENTIFICACION,,
personaType,"cgtbprvd,fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_banco,sfct_beneficiario,sfct_ciudad,sfct_institucion",PERSONATYPE,CODIGOTIPOPERSONA,,
personaType,"cgtbprvd,fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_banco,sfct_beneficiario,sfct_ciudad,sfct_institucion",PERSONATYPE,CODIGOSECTORECONOMICO,,
personaType,"cgtbprvd,fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_banco,sfct_beneficiario,sfct_ciudad,sfct_institucion",PERSONATYPE,PRIMERAPELLIDO,,
personaType,"cgtbprvd,fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_banco,sfct_beneficiario,sfct_ciudad,sfct_institucion",PERSONATYPE,SEGUNDOAPELLIDO,,
personaType,"cgtbprvd,fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_banco,sfct_beneficiario,sfct_ciudad,sfct_institucion",PERSONATYPE,PRIMERNOMBRE,,
personaType,"cgtbprvd,fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_banco,sfct_beneficiario,sfct_ciudad,sfct_institucion",PERSONATYPE,SEGUNDONOMBRE,,
personaType,"cgtbprvd,fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_banco,sfct_beneficiario,sfct_ciudad,sfct_institucion",PERSONATYPE,NOMBRELEGAL,,
personaType,"cgtbprvd,fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_banco,sfct_beneficiario,sfct_ciudad,sfct_institucion",PERSONATYPE,FECHAINGRESO,,
personaType,"cgtbprvd,fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_banco,sfct_beneficiario,sfct_ciudad,sfct_institucion",PERSONATYPE,CODIGOPAIS,,
personaType,"cgtbprvd,fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_banco,sfct_beneficiario,sfct_ciudad,sfct_institucion",PERSONATYPE,CODIGORESIDENCIA,,
personaType,"cgtbprvd,fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_banco,sfct_beneficiario,sfct_ciudad,sfct_institucion",PERSONATYPE,CODIGOACTIVIDAD,,
personaType,"cgtbprvd,fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_banco,sfct_beneficiario,sfct_ciudad,sfct_institucion",PERSONATYPE,CODIGOACTIVIDADDETALLE,,
personaType,"cgtbprvd,fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_banco,sfct_beneficiario,sfct_ciudad,sfct_institucion",PERSONATYPE,OBSERVACIONES,ds_observaciones,
personaType,"cgtbprvd,fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_banco,sfct_beneficiario,sfct_ciudad,sfct_institucion",PERSONATYPE,SUCURSALINGRESO,,
personaType,"cgtbprvd,fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_banco,sfct_beneficiario,sfct_ciudad,sfct_institucion",PERSONATYPE,OFICINAINGRESO,,
personaType,"cgtbprvd,fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_banco,sfct_beneficiario,sfct_ciudad,sfct_institucion",PERSONATYPE,CODIGOESTATUSPERSONA,,
personaType,"cgtbprvd,fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_banco,sfct_beneficiario,sfct_ciudad,sfct_institucion",PERSONATYPE,NUMEROSOCIO,,
personaType,"cgtbprvd,fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_banco,sfct_beneficiario,sfct_ciudad,sfct_institucion",PERSONATYPE,CODIGOUSUARIOOFICIALPERSONA,,
personaType,"cgtbprvd,fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_banco,sfct_beneficiario,sfct_ciudad,sfct_institucion",PERSONATYPE,CODIGOCATEGORIATRATO,,
personaType,"cgtbprvd,fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_banco,sfct_beneficiario,sfct_ciudad,sfct_institucion",PERSONATYPE,CODIGORAZONAPERTURAFINALIDAD,,
personaType,"cgtbprvd,fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_banco,sfct_beneficiario,sfct_ciudad,sfct_institucion",PERSONATYPE,SUJETOOBLIGADO,,
personaType,"cgtbprvd,fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_banco,sfct_beneficiario,sfct_ciudad,sfct_institucion",PERSONATYPE,NOMBREPREFERIDO,,
personaType,"cgtbprvd,fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_banco,sfct_beneficiario,sfct_ciudad,sfct_institucion",PERSONATYPE,EXONERADOIMPUESTO,,
personaType,"cgtbprvd,fctbafil_info_actu_docs,notbcgfm,notbempl,sfct_afiliado,sfct_banco,sfct_beneficiario,sfct_ciudad,sfct_institucion",PERSONATYPE,FECHACALIFICADO,,
personaVinculacionesType,"crtboper_cony,crtoblig,imtbmiem_cony,notbempl,sfct_afiliado,sfct_beneficiario,sfct_conyuge",PERSONAVINCULACIONESTYPE,CODIGOTIPOIDENTIFICACION,,
personaVinculacionesType,"crtboper_cony,crtoblig,imtbmiem_cony,notbempl,sfct_afiliado,sfct_beneficiario,sfct_conyuge",PERSONAVINCULACIONESTYPE,IDENTIFICACION,,
personaVinculacionesType,"crtboper_cony,crtoblig,imtbmiem_cony,notbempl,sfct_afiliado,sfct_beneficiario,sfct_conyuge",PERSONAVINCULACIONESTYPE,CODIGOTIPOIDENTIFICACIONPERSONAVINCULADA,,
personaVinculacionesType,"crtboper_cony,crtoblig,imtbmiem_cony,notbempl,sfct_afiliado,sfct_beneficiario,sfct_conyuge",PERSONAVINCULACIONESTYPE,IDENTIFICACIONPERSONAVINCULADA,,
personaVinculacionesType,"crtboper_cony,crtoblig,imtbmiem_cony,notbempl,sfct_afiliado,sfct_beneficiario,sfct_conyuge",PERSONAVINCULACIONESTYPE,CODIGOTIPOVINCULACION,,
