aggregate_type,tablas_legacy,oracle_table,oracle_col,sugerencia_legacy_col,mapeo_final
personaVinculacionesType,"crtboper_cony,crtoblig,imtbmiem_cony,notbempl,sfct_afiliado,sfct_beneficiario,sfct_conyuge",PERSONAVINCULACIONESTYPE,SECUENCIAPERSONAVINCULACION,,
personaVinculacionesType,"crtboper_cony,crtoblig,imtbmiem_cony,notbempl,sfct_afiliado,sfct_beneficiario,sfct_conyuge",PERSONAVINCULACIONESTYPE,FECHAVINCULACION,,
personaVinculacionesType,"crtboper_cony,crtoblig,imtbmiem_cony,notbempl,sfct_afiliado,sfct_beneficiario,sfct_conyuge",PERSONAVINCULACIONESTYPE,FECHASEPARACION,,
referenciaParticipeType,sfct_referencias,REFERENCIAPARTICIPE_TYPE,CODIGOTIPOREFERENCIA,,
referenciaParticipeType,sfct_referencias,REFERENCIAPARTICIPE_TYPE,DESCRIPCIONTIPOREFERENCIA,,
reporteSIBSParticipeType,"fctbcinf_part_sibs,fctbdinf_liqd_cnta_sibs,fctbdinf_part_sibs",REPORTESIBSPARTICIPE_TYPE,CODIGOENTIDAD,,
reporteSIBSParticipeType,"fctbcinf_part_sibs,fctbdinf_liqd_cnta_sibs,fctbdinf_part_sibs",REPORTESIBSPARTICIPE_TYPE,CODIGOESTRUCTURA,,
reporteSIBSParticipeType,"fctbcinf_part_sibs,fctbdinf_liqd_cnta_sibs,fctbdinf_part_sibs",REPORTESIBSPARTICIPE_TYPE,FECHACORTE,,
reporteSIBSParticipeType,"fctbcinf_part_sibs,fctbdinf_liqd_cnta_sibs,fctbdinf_part_sibs",REPORTESIBSPARTICIPE_TYPE,FECHAGENERACION,,
reporteSIBSParticipeType,"fctbcinf_part_sibs,fctbdinf_liqd_cnta_sibs,fctbdinf_part_sibs",REPORTESIBSPARTICIPE_TYPE,NUMEROREGISTRO,,
reporteSIBSParticipeType,"fctbcinf_part_sibs,fctbdinf_liqd_cnta_sibs,fctbdinf_part_sibs",REPORTESIBSPARTICIPE_TYPE,SECUENCIAREGISTRO,,
reporteSIBSParticipeType,"fctbcinf_part_sibs,fctbdinf_liqd_cnta_sibs,fctbdinf_part_sibs",REPORTESIBSPARTICIPE_TYPE,NUMEROCEDULA,,
reporteSIBSParticipeType,"fctbcinf_part_sibs,fctbdinf_liqd_cnta_sibs,fctbdinf_part_sibs",REPORTESIBSPARTICIPE_TYPE,TIPOIDENTIFICACION,,
reporteSIBSParticipeType,"fctbcinf_part_sibs,fctbdinf_liqd_cnta_sibs,fctbdinf_part_sibs",REPORTESIBSPARTICIPE_TYPE,CODIGOTIPOAPORTANTE,,
reporteSIBSParticipeType,"fctbcinf_part_sibs,fctbdinf_liqd_cnta_sibs,fctbdinf_part_sibs",REPORTESIBSPARTICIPE_TYPE,MONTOAPORTE,,
reporteSIBSParticipeType,"fctbcinf_part_sibs,fctbdinf_liqd_cnta_sibs,fctbdinf_part_sibs",REPORTESIBSPARTICIPE_TYPE,SALDODISPONIBLE,,
reporteSIBSParticipeType,"fctbcinf_part_sibs,fctbdinf_liqd_cnta_sibs,fctbdinf_part_sibs",REPORTESIBSPARTICIPE_TYPE,SALDOBLOQUEADO,,
reporteSIBSParticipeType,"fctbcinf_part_sibs,fctbdinf_liqd_cnta_sibs,fctbdinf_part_sibs",REPORTESIBSPARTICIPE_TYPE,MONTOLIQUIDACION,,
reporteSIBSParticipeType,"fctbcinf_part_sibs,fctbdinf_liqd_cnta_sibs,fctbdinf_part_sibs",REPORTESIBSPARTICIPE_TYPE,FECHALIQUIDACION,,
reporteSIBSParticipeType,"fctbcinf_part_sibs,fctbdinf_liqd_cnta_sibs,fctbdinf_part_sibs",REPORTESIBSPARTICIPE_TYPE,ESTADO,,
reporteSIBSParticipeType,"fctbcinf_part_sibs,fctbdinf_liqd_cnta_sibs,fctbdinf_part_sibs",REPORTESIBSPARTICIPE_TYPE,CODIGOUSUARIOGENERACION,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,CODIGOTIPOIDENTIFICACION,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,IDENTIFICACION,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,SECUENCIARETIRO,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,CODIGOTIPORETIRO,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,CODIGOMOTIVORETIRO,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,FECHASOLICITUD,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,FECHAAPROBACION,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,FECHALIQUIDACION,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,MONTOSOLICITADO,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,MONTOAPROBADO,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,MONTOLIQUIDADO,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,CODIGOESTADO,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,CODIGOCUENTADESTINO,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,CODIGOBANCODESTINO,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,OBSERVACIONES,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,CODIGOUSUARIOAPRUEBA,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,CODIGOUSUARIOLIQUIDA,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,FECHAINGRESO,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,MONTOSALDO,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,MONTOINTERESGENERADO,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,PORCENTAJETASAINTERES,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,TIPOLIQUIDACION,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,SECUENCIALIQUIDACIONHIPO,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,TIPOPROCESO,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,CODIGOROL,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,CODIGOEMPRESA,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,CODIGOINSTITUCION,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,CODIGOPROVINCIA,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,CODIGOPAGADOR,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,MONTOFAS,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,MONTOCAPITALINSTITUCIONAL,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,VALORSALDOINCIAL,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,FECHARETIROFCME,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,FECHACONCESION,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,VALORCREDITO,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,VALORINTERESCAPITALINICIAL,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,VALORINTERESACCIONES,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,MOTIVO,ci_motivo_retiro,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,FECHAVERIFICACION,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,CODIGOUSUARIOCONFIRMA,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,USUARIOELIMINA,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,FECHAELIMINACION,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,CODIGOUSUARIOAUTORIZAPROVISION,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,FECHAAUTORIZAPROVISION,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,ESTADOANTERIOR,ce_estado_anterior,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,CODIGOFONDO,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,VALORRESEVAS,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,VALORADICIONAL,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,VALORRETENCION,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,VALORCONSULCREDITO,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,SOBRANTEQUESELIQUIDA,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,MONTODESCUENTOGASTOSJUBILACION,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,MONTOPAGOCREDITOOTROFONDO,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,MONTOPAGOSOBREGIROOTROFONDO,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,VALORCREDITOSCONSULCREDITO,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,MONTOAPERTURACUP,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,APORTEROLPARAAPERTURACUP,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,MONTOINVERSIONHIDROELECTRICA,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,MONTOCAPITALIZACIONCDP,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,MONTORENTABILIDADCDP,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,MONTOGARANTIAPORCREDITO,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,MONTOGARANTIAPORCUP,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,CODIGOTASACUP,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,CODIGOPLAZACUP,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,CODIGOTIPOCAPITALIZACION,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,MONTORENTABILIDADCUP,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,CEDULAUSUARIOHIDROELECTRICA,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,CEDULAUSUARIOCAPTACUP,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,CODIGOAPLICACIONORIGEN,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,COBROPRESTANO,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,CODIGOPROCESO,,
retiroLiquidacionType,"sfct_afiliado_referencias,sfct_retiro",RETIROLIQUIDACION_TYPE,INDICADORPROCESO,,
retiroVoluntarioEstadoType,fctbrvol_esta_afil,RETIROVOLUNTARIOESTADO_TYPE,ANIO,nu_anio,
retiroVoluntarioEstadoType,fctbrvol_esta_afil,RETIROVOLUNTARIOESTADO_TYPE,CODIGOEMPRESA,,
retiroVoluntarioEstadoType,fctbrvol_esta_afil,RETIROVOLUNTARIOESTADO_TYPE,CODIGOFONDO,,
retiroVoluntarioEstadoType,fctbrvol_esta_afil,RETIROVOLUNTARIOESTADO_TYPE,ESTADOAFILIADO,,
retiroVoluntarioEstadoType,fctbrvol_esta_afil,RETIROVOLUNTARIOESTADO_TYPE,ESTADOREGISTRO,,
retiroVoluntarioEstadoType,fctbrvol_esta_afil,RETIROVOLUNTARIOESTADO_TYPE,FECHACREACION,,
retiroVoluntarioEstadoType,fctbrvol_esta_afil,RETIROVOLUNTARIOESTADO_TYPE,FECHAMODIFICACION,,
retiroVoluntarioEstadoType,fctbrvol_esta_afil,RETIROVOLUNTARIOESTADO_TYPE,SECUENCIADETALLE,,
retiroVoluntarioEstadoType,fctbrvol_esta_afil,RETIROVOLUNTARIOESTADO_TYPE,TIPORETIROVOLUNTARIO,,
retiroVoluntarioEstadoType,fctbrvol_esta_afil,RETIROVOLUNTARIOESTADO_TYPE,USUARIOINGRESA,,
retiroVoluntarioEstadoType,fctbrvol_esta_afil,RETIROVOLUNTARIOESTADO_TYPE,USUARIOMODIFICA,,
retiroVoluntarioEstadoType,fctbrvol_esta_afil,RETIROVOLUNTARIOESTADO_TYPE,CODIGOINSTITUCION,,
rolNominaType,"sfct_cabecera_rol,sfct_detalle_rol,sfct_rubro_rol",ROLNOMINA_TYPE,CODIGOTIPOIDENTIFICACION,,
rolNominaType,"sfct_cabecera_rol,sfct_detalle_rol,sfct_rubro_rol",ROLNOMINA_TYPE,IDENTIFICACION,,
rolNominaType,"sfct_cabecera_rol,sfct_detalle_rol,sfct_rubro_rol",ROLNOMINA_TYPE,CODIGOROL,,
rolNominaType,"sfct_cabecera_rol,sfct_detalle_rol,sfct_rubro_rol",ROLNOMINA_TYPE,PERIODOANIO,,
rolNominaType,"sfct_cabecera_rol,sfct_detalle_rol,sfct_rubro_rol",ROLNOMINA_TYPE,PERIODOMES,,
rolNominaType,"sfct_cabecera_rol,sfct_detalle_rol,sfct_rubro_rol",ROLNOMINA_TYPE,CODIGORUBRO,,
rolNominaType,"sfct_cabecera_rol,sfct_detalle_rol,sfct_rubro_rol",ROLNOMINA_TYPE,DESCRIPCIONRUBRO,,
rolNominaType,"sfct_cabecera_rol,sfct_detalle_rol,sfct_rubro_rol",ROLNOMINA_TYPE,MONTORUBRO,,
rolNominaType,"sfct_cabecera_rol,sfct_detalle_rol,sfct_rubro_rol",ROLNOMINA_TYPE,CODIGOTIPORUBRO,,
rolNominaType,"sfct_cabecera_rol,sfct_detalle_rol,sfct_rubro_rol",ROLNOMINA_TYPE,INDICADORDESCUENTO,,
rolNominaType,"sfct_cabecera_rol,sfct_detalle_rol,sfct_rubro_rol",ROLNOMINA_TYPE,ESTADO,,
rolNominaType,"sfct_cabecera_rol,sfct_detalle_rol,sfct_rubro_rol",ROLNOMINA_TYPE,FECHAPROCESO,,
rolNominaType,"sfct_cabecera_rol,sfct_detalle_rol,sfct_rubro_rol",ROLNOMINA_TYPE,SECUENCIAROL,,
rolNominaType,"sfct_cabecera_rol,sfct_detalle_rol,sfct_rubro_rol",ROLNOMINA_TYPE,CODIGOCATEGORIA,,
rolNominaType,"sfct_cabecera_rol,sfct_detalle_rol,sfct_rubro_rol",ROLNOMINA_TYPE,INDICADORCONTABLE,,
rolNominaType,"sfct_cabecera_rol,sfct_detalle_rol,sfct_rubro_rol",ROLNOMINA_TYPE,NOMBRERUBROABREVIADO,,
rolNominaType,"sfct_cabecera_rol,sfct_detalle_rol,sfct_rubro_rol",ROLNOMINA_TYPE,NUMEROPRIORIDAD,,
rolNominaType,"sfct_cabecera_rol,sfct_detalle_rol,sfct_rubro_rol",ROLNOMINA_TYPE,ROLINICIAL,ci_rol_inicial,
rolNominaType,"sfct_cabecera_rol,sfct_detalle_rol,sfct_rubro_rol",ROLNOMINA_TYPE,NUMERODEBITOS,,
rolNominaType,"sfct_cabecera_rol,sfct_detalle_rol,sfct_rubro_rol",ROLNOMINA_TYPE,CUENTACONTABLEAUTOMATICAMOVIMIENTO,,
rolNominaType,"sfct_cabecera_rol,sfct_detalle_rol,sfct_rubro_rol",ROLNOMINA_TYPE,CUENTACONTABLEAUTOMATICATRANSACCION,,
rolNominaType,"sfct_cabecera_rol,sfct_detalle_rol,sfct_rubro_rol",ROLNOMINA_TYPE,TOTAL,tx_total,
rolNominaType,"sfct_cabecera_rol,sfct_detalle_rol,sfct_rubro_rol",ROLNOMINA_TYPE,RUBROACUMULADOR,,
rolNominaType,"sfct_cabecera_rol,sfct_detalle_rol,sfct_rubro_rol",ROLNOMINA_TYPE,INDICADORINTERES,,
rolNominaType,"sfct_cabecera_rol,sfct_detalle_rol,sfct_rubro_rol",ROLNOMINA_TYPE,INDICADORRUBROCONSALDOUNIFICADO,,
rolNominaType,"sfct_cabecera_rol,sfct_detalle_rol,sfct_rubro_rol",ROLNOMINA_TYPE,CODIGOEMPRESA,,
rolNominaType,"sfct_cabecera_rol,sfct_detalle_rol,sfct_rubro_rol",ROLNOMINA_TYPE,TIPODATODESCUENTO,,
rolNominaType,"sfct_cabecera_rol,sfct_detalle_rol,sfct_rubro_rol",ROLNOMINA_TYPE,ESTADOSDEUDOR,,
rolNominaType,"sfct_cabecera_rol,sfct_detalle_rol,sfct_rubro_rol",ROLNOMINA_TYPE,TIPOINSTITUCION,,
rolNominaType,"sfct_cabecera_rol,sfct_detalle_rol,sfct_rubro_rol",ROLNOMINA_TYPE,CODIGOINSTITUCION,,
rolNominaType,"sfct_cabecera_rol,sfct_detalle_rol,sfct_rubro_rol",ROLNOMINA_TYPE,CODIGOPROVINCIA,,
saldoDiarioRubroType,fctbsald_diar_rubr,SALDODIARIORUBRO_TYPE,FECHASALDO,,
saldoDiarioRubroType,fctbsald_diar_rubr,SALDODIARIORUBRO_TYPE,CODIGOTIPOTRANSACCION,,
saldoDiarioRubroType,fctbsald_diar_rubr,SALDODIARIORUBRO_TYPE,CODIGOMOTIVO,,
saldoDiarioRubroType,fctbsald_diar_rubr,SALDODIARIORUBRO_TYPE,CODIGORUBROROL,,
saldoDiarioRubroType,fctbsald_diar_rubr,SALDODIARIORUBRO_TYPE,VASALDO,va_saldo,
saldoDiarioRubroType,fctbsald_diar_rubr,SALDODIARIORUBRO_TYPE,CODIGOEMPRESA,,
saldoDiarioType,"fctbrubr_rent,fctbsald_diar_afil_rubr,sfct_saldos_diarios_afiliados",SALDODIARIO_TYPE,CODIGOTIPOIDENTIFICACION,,
saldoDiarioType,"fctbrubr_rent,fctbsald_diar_afil_rubr,sfct_saldos_diarios_afiliados",SALDODIARIO_TYPE,IDENTIFICACION,,
saldoDiarioType,"fctbrubr_rent,fctbsald_diar_afil_rubr,sfct_saldos_diarios_afiliados",SALDODIARIO_TYPE,FECHASALDO,,
saldoDiarioType,"fctbrubr_rent,fctbsald_diar_afil_rubr,sfct_saldos_diarios_afiliados",SALDODIARIO_TYPE,CODIGORUBRO,,
saldoDiarioType,"fctbrubr_rent,fctbsald_diar_afil_rubr,sfct_saldos_diarios_afiliados",SALDODIARIO_TYPE,CODIGOFONDO,,
saldoDiarioType,"fctbrubr_rent,fctbsald_diar_afil_rubr,sfct_saldos_diarios_afiliados",SALDODIARIO_TYPE,SALDOANTERIOR,,
saldoDiarioType,"fctbrubr_rent,fctbsald_diar_afil_rubr,sfct_saldos_diarios_afiliados",SALDODIARIO_TYPE,MONTODEBITO,,
saldoDiarioType,"fctbrubr_rent,fctbsald_diar_afil_rubr,sfct_saldos_diarios_afiliados",SALDODIARIO_TYPE,MONTOCREDITO,,
saldoDiarioType,"fctbrubr_rent,fctbsald_diar_afil_rubr,sfct_saldos_diarios_afiliados",SALDODIARIO_TYPE,SALDOACTUAL,,
saldoDiarioType,"fctbrubr_rent,fctbsald_diar_afil_rubr,sfct_saldos_diarios_afiliados",SALDODIARIO_TYPE,CODIGOEMPRESA,,
seguroVidaParticipeType,"svtbcaus,svtbdisc,svtbefec,svtbfmpg,svtbstro,svtbstro_bene,svtbstro_cred,svtbstro_deta,svtbstro_exte",SEGUROVIDAPARTICIPE_TYPE,CODIGOSECUENCIACAUSAFALLECIMIENTO,,
seguroVidaParticipeType,"svtbcaus,svtbdisc,svtbefec,svtbfmpg,svtbstro,svtbstro_bene,svtbstro_cred,svtbstro_deta,svtbstro_exte",SEGUROVIDAPARTICIPE_TYPE,DESCRIPCIONCAUSAFALLECIMIENTO,,
seguroVidaParticipeType,"svtbcaus,svtbdisc,svtbefec,svtbfmpg,svtbstro,svtbstro_bene,svtbstro_cred,svtbstro_deta,svtbstro_exte",SEGUROVIDAPARTICIPE_TYPE,ESTADOCAUSA,,
seguroVidaParticipeType,"svtbcaus,svtbdisc,svtbefec,svtbfmpg,svtbstro,svtbstro_bene,svtbstro_cred,svtbstro_deta,svtbstro_exte",SEGUROVIDAPARTICIPE_TYPE,FECHACREACION,,
seguroVidaParticipeType,"svtbcaus,svtbdisc,svtbefec,svtbfmpg,svtbstro,svtbstro_bene,svtbstro_cred,svtbstro_deta,svtbstro_exte",SEGUROVIDAPARTICIPE_TYPE,FECHAMODIFICACION,,
seguroVidaParticipeType,"svtbcaus,svtbdisc,svtbefec,svtbfmpg,svtbstro,svtbstro_bene,svtbstro_cred,svtbstro_deta,svtbstro_exte",SEGUROVIDAPARTICIPE_TYPE,USUARIOINGRESA,,
seguroVidaParticipeType,"svtbcaus,svtbdisc,svtbefec,svtbfmpg,svtbstro,svtbstro_bene,svtbstro_cred,svtbstro_deta,svtbstro_exte",SEGUROVIDAPARTICIPE_TYPE,USUARIOMODIFICA,,
seguroVidaParticipeType,"svtbcaus,svtbdisc,svtbefec,svtbfmpg,svtbstro,svtbstro_bene,svtbstro_cred,svtbstro_deta,svtbstro_exte",SEGUROVIDAPARTICIPE_TYPE,CODIGOFONDO,,
seguroVidaParticipeType,"svtbcaus,svtbdisc,svtbefec,svtbfmpg,svtbstro,svtbstro_bene,svtbstro_cred,svtbstro_deta,svtbstro_exte",SEGUROVIDAPARTICIPE_TYPE,CODIGOTIPOFAMILIAR,,
seguroVidaParticipeType,"svtbcaus,svtbdisc,svtbefec,svtbfmpg,svtbstro,svtbstro_bene,svtbstro_cred,svtbstro_deta,svtbstro_exte",SEGUROVIDAPARTICIPE_TYPE,CODIGOTIPOPLAN,,
seguroVidaParticipeType,"svtbcaus,svtbdisc,svtbefec,svtbfmpg,svtbstro,svtbstro_bene,svtbstro_cred,svtbstro_deta,svtbstro_exte",SEGUROVIDAPARTICIPE_TYPE,EDADPROVEEDOR,,
seguroVidaParticipeType,"svtbcaus,svtbdisc,svtbefec,svtbfmpg,svtbstro,svtbstro_bene,svtbstro_cred,svtbstro_deta,svtbstro_exte",SEGUROVIDAPARTICIPE_TYPE,ESTADOCOBERTURA,,
seguroVidaParticipeType,"svtbcaus,svtbdisc,svtbefec,svtbfmpg,svtbstro,svtbstro_bene,svtbstro_cred,svtbstro_deta,svtbstro_exte",SEGUROVIDAPARTICIPE_TYPE,FECHAAFILIACIONCAM,,
seguroVidaParticipeType,"svtbcaus,svtbdisc,svtbefec,svtbfmpg,svtbstro,svtbstro_bene,svtbstro_cred,svtbstro_deta,svtbstro_exte",SEGUROVIDAPARTICIPE_TYPE,FECHAFINALVIGENCIATASA,,
seguroVidaParticipeType,"svtbcaus,svtbdisc,svtbefec,svtbfmpg,svtbstro,svtbstro_bene,svtbstro_cred,svtbstro_deta,svtbstro_exte",SEGUROVIDAPARTICIPE_TYPE,FECHAINICIO,,
seguroVidaParticipeType,"svtbcaus,svtbdisc,svtbefec,svtbfmpg,svtbstro,svtbstro_bene,svtbstro_cred,svtbstro_deta,svtbstro_exte",SEGUROVIDAPARTICIPE_TYPE,MONTOCOBERTURA,,
seguroVidaParticipeType,"svtbcaus,svtbdisc,svtbefec,svtbfmpg,svtbstro,svtbstro_bene,svtbstro_cred,svtbstro_deta,svtbstro_exte",SEGUROVIDAPARTICIPE_TYPE,NUMEROANIOSAFILIACIONFCME,,
seguroVidaParticipeType,"svtbcaus,svtbdisc,svtbefec,svtbfmpg,svtbstro,svtbstro_bene,svtbstro_cred,svtbstro_deta,svtbstro_exte",SEGUROVIDAPARTICIPE_TYPE,TIPOCOBERTURA,,
seguroVidaParticipeType,"svtbcaus,svtbdisc,svtbefec,svtbfmpg,svtbstro,svtbstro_bene,svtbstro_cred,svtbstro_deta,svtbstro_exte",SEGUROVIDAPARTICIPE_TYPE,CODIGODISCAPACIDADFAMILIARES,,
seguroVidaParticipeType,"svtbcaus,svtbdisc,svtbefec,svtbfmpg,svtbstro,svtbstro_bene,svtbstro_cred,svtbstro_deta,svtbstro_exte",SEGUROVIDAPARTICIPE_TYPE,DISCAPACIDADFAMILIARESAFILIADO,,
seguroVidaParticipeType,"svtbcaus,svtbdisc,svtbefec,svtbfmpg,svtbstro,svtbstro_bene,svtbstro_cred,svtbstro_deta,svtbstro_exte",SEGUROVIDAPARTICIPE_TYPE,ESTADODISCAPACIDAD,,
seguroVidaParticipeType,"svtbcaus,svtbdisc,svtbefec,svtbfmpg,svtbstro,svtbstro_bene,svtbstro_cred,svtbstro_deta,svtbstro_exte",SEGUROVIDAPARTICIPE_TYPE,CODIGOEFECTO,,
seguroVidaParticipeType,"svtbcaus,svtbdisc,svtbefec,svtbfmpg,svtbstro,svtbstro_bene,svtbstro_cred,svtbstro_deta,svtbstro_exte",SEGUROVIDAPARTICIPE_TYPE,DESCRIPCIONEFECTO,,
seguroVidaParticipeType,"svtbcaus,svtbdisc,svtbefec,svtbfmpg,svtbstro,svtbstro_bene,svtbstro_cred,svtbstro_deta,svtbstro_exte",SEGUROVIDAPARTICIPE_TYPE,ESTADOEFECTO,,
seguroVidaParticipeType,"svtbcaus,svtbdisc,svtbefec,svtbfmpg,svtbstro,svtbstro_bene,svtbstro_cred,svtbstro_deta,svtbstro_exte",SEGUROVIDAPARTICIPE_TYPE,TIPOEFECTO,,
